Tokens,Entities
ⲁⲛⲟⲕ ⲅⲁⲣ ⲉ ⲛ ϯ ϩⲁⲧⲉ ⲧⲏⲩⲧⲛ ⲁⲛ ϩⲙ ⲡ ⲥⲱⲙⲁ . ⲉ ⲓ ϩⲁⲧⲉ ⲧⲏⲩⲧⲛ ⲇⲉ ϩⲙ ⲡⲉ ⲡⲛⲉⲩⲙⲁ . ⲁ ⲓ ⲟⲩⲱ ⲉ ⲓ ⲕⲣⲓⲛⲉ ϩⲱⲥ ⲉ ⲓ ϩⲁⲧⲛ ⲧⲏⲩⲧⲛ ⲙ ⲡ ⲉⲛⲧ ⲁ ϥ ⲉⲓⲣⲉ ⲙ ⲡⲉⲓ ϩⲱⲃ ⲛ ⲧⲉⲓ ϩⲉ .,O O O O O O O O O object object O O O O O O O abstract abstract O O O O O O O O O O O O O person O O O O O abstract abstract O O person O
ⲉ ⲁ ⲧⲉⲧⲛ ⲥⲱⲟⲩϩ ⲉϩⲟⲩⲛ ⲉ ⲛⲉⲧⲛ ⲉⲣⲏⲩ ϩⲙ ⲡ ⲣⲁⲛ ⲙ ⲡⲉⲛ ϫⲟⲉⲓⲥ ⲓⲏⲥⲟⲩⲥ ⲡⲉ ⲭⲣⲓⲥⲧⲟⲥ ⲙⲛ ⲡⲁ ⲡⲛⲉⲩⲙⲁ ⲙⲛ ⲧ ϭⲟⲙ ⲙ ⲡⲉⲛ ϫⲟⲉⲓⲥ ⲓⲏⲥⲟⲩⲥ .,O O O O O O O O O abstract O O person-Jesus O O O person-Jesus O abstract abstract O abstract O O person-Jesus O person-Jesus O
ⲉ ϯ ⲙ ⲡⲁⲓ ⲛ ⲧⲉⲓ ⲙⲓⲛⲉ ⲙ ⲡ ⲥⲁⲧⲁⲛⲁⲥ ⲉ ⲩ ⲧⲁⲕⲟ ⲛ ⲧ ⲥⲁⲣⲝ . ϫⲉ ⲉⲣⲉ ⲡⲉ ⲡⲛⲉⲩⲙⲁ ⲟⲩϫⲁⲓ ϩⲙ ⲡⲉ ϩⲟⲟⲩ ⲙ ⲡⲉⲛ ϫⲟⲉⲓⲥ ⲓⲏⲥⲟⲩⲥ ⲡⲉ ⲭⲣⲓⲥⲧⲟⲥ .,O O O person O O O O person-Satan person-Satan O O O O object object O O O abstract abstract O O time O O person-Jesus O O O person-Jesus O
ⲛ ⲛⲁⲛⲟⲩ ⲡⲉⲧⲛ ϣⲟⲩϣⲟⲩ ⲁⲛ . ⲛ ⲧⲉⲧⲛ ⲥⲟⲟⲩⲛ ⲁⲛ ϫⲉ ϣⲁⲣⲉ ⲟⲩ ⲕⲟⲩⲓ ⲛ ⲑⲁⲃ ⲧⲣⲉ ⲡ ⲟⲩⲱϣⲙ ⲧⲏⲣ ϥ ϥⲓ .,O O abstract abstract O O O O O O O O substance O O substance O object O O object O O
ϥⲓ ⲙ ⲡⲓ ⲑⲁⲃ ⲛ ⲁⲥ ⲉⲃⲟⲗ ⲛϩⲏⲧ ⲧⲏⲩⲧⲛ ϫⲉ ⲉⲧⲉⲧⲛⲉ ϣⲱⲡⲉ ⲛ ⲟⲩ ⲟⲩⲱϣⲙ ⲛ ⲃⲣⲣⲉ ⲕⲁⲧⲁ ⲧ ϩⲉ ⲉ ⲛⲧⲉⲧⲛ ϩⲉⲛ ⲁⲧⲑⲁⲃ . ⲕⲁⲓ ⲅⲁⲣ ⲁ ⲩ ϣⲱⲱⲧ ⲙ ⲡⲉⲛ ⲡⲁⲥⲭⲁ ϩⲁⲣⲟ ⲛ ⲡⲉ ⲭⲣⲓⲥⲧⲟⲥ .,O O substance O O substance O O O O O O O object O O object O O O O O person person O O O O O O O event event O O person person O
ϩⲱⲥⲧⲉ ⲙⲁⲣ ⲛ ⲣϣⲁ ϩⲛ ⲟⲩ ⲑⲁⲃ ⲁⲛ ⲛ ⲁⲥ . ⲟⲩⲇⲉ ϩⲛ ⲟⲩ ⲑⲁⲃ ⲁⲛ ⲛ ⲕⲁⲕⲓⲁ ϩⲓ ⲡⲟⲛⲏⲣⲓⲁ . ⲁⲗⲗⲁ ϩⲛ ϩⲉⲛ ⲁⲧⲑⲁⲃ ⲛ ⲧⲃⲃⲟ ϩⲓ ⲙⲉ .,O O O O O substance O O O substance O O O substance O O O abstract O abstract O O O object O O abstract O abstract O
ⲁ ⲓ ⲥϩⲁⲓ ⲛⲏ ⲧⲛ ϩⲛ ⲧ ⲉⲡⲓⲥⲧⲟⲗⲏ ϫⲉ ⲙⲡⲣ ⲧⲱϩ ⲙⲛ ⲡⲟⲣⲛⲟⲥ .,O O O O O O object object O O O O person O
ⲟⲩ ⲡⲁⲛⲧⲱⲥ ⲉ ⲓ ϫⲱ ⲙⲙⲟ ⲥ ϫⲉ ⲙ ⲡⲟⲣⲛⲟⲥ ⲙ ⲡⲉⲓ ⲕⲟⲥⲙⲟⲥ ⲏ ⲙ ⲙⲁⲓⲧⲟⲉ ⲛ ϩⲟⲩⲟ ⲏ ⲛ ⲣⲉϥⲧⲱⲣⲡ ⲏ ⲛ ⲣⲉϥϣⲙϣⲉⲉⲓⲇⲱⲗⲟⲛ ⲉϣϫⲉ ⲉϩⲉ ⲉⲓⲉ ϣϣⲉ ⲉⲣⲱ ⲧⲛ ⲉ ⲉⲓ ⲉⲃⲟⲗ ϩⲙ ⲡ ⲕⲟⲥⲙⲟⲥ .,O O O O O O O O person O O place place O person O O person O person person O person person O O O O O O O O O O place place O
ⲧⲉⲛⲟⲩ ⲇⲉ ⲛⲧ ⲁ ⲓ ⲥϩⲁⲓ ⲛⲏ ⲧⲛ ϫⲉ ⲙⲡⲣ ⲧⲱϩ ⲙⲛ ⲟⲩⲁ ⲉ ⲩ ⲙⲟⲩⲧⲉ ⲉⲣⲟ ϥ ϫⲉ ⲟⲩ ⲥⲟⲛ ⲡⲉ ⲉϣⲱⲡⲉ ⲟⲩ ⲡⲟⲣⲛⲟⲥ ⲡⲉ ⲏ ⲛ ⲣⲉϥϣⲙϣⲉⲉⲓⲇⲱⲗⲟⲛ ⲏ ⲙ ⲙⲁⲓⲧⲟⲉ ⲛ ϩⲟⲩⲟ ⲏ ⲛ ⲣⲉϥⲥⲁϩⲟⲩ ⲏ ⲛ ⲣⲉϥϯϩⲉ ⲏ ⲛ ⲣⲉϥⲧⲱⲣⲡ ⲡⲁⲓ ⲛ ⲧⲉⲓ ⲙⲓⲛⲉ ⲟⲩⲇⲉ ⲙⲡⲣ ⲟⲩⲱⲙ ⲛⲙⲙⲁ ϥ .,O O O O O O O O O O O O person O O O O O O person person person O person person O O person person O person O O person O person person O person person O person person person O O person O O O O O O
ⲟⲩ ⲅⲁⲣ ⲉⲣⲟ ⲓ ⲡⲉ ⲉ ⲕⲣⲓⲛⲉ ⲛ ⲛ ⲉⲧ ϩⲓⲃⲟⲗ . ⲁⲩⲱ ⲛ ⲛ ⲉⲧ ϩⲓϩⲟⲩⲛ ⲁⲛ . ⲛⲧⲱⲧⲛ ⲕⲣⲓⲛⲉ ⲛ ⲛ ⲉⲧ ϩⲓϩⲟⲩⲛ,O O O O O O O O person O person O O O person O person O O O O O person O person
ⲡ ⲛⲟⲩⲧⲉ ⲇⲉ ⲛⲁ ⲕⲣⲓⲛⲉ ⲛ ⲛ ⲉⲧ ϩⲓⲃⲟⲗ ϥⲓ ⲙ ⲡ ⲡⲟⲛⲏⲣⲟⲥ ⲉⲃⲟⲗ ⲛϩⲏⲧ ⲧⲏⲩⲧⲛ .,person person O O O O person O person O O person person O O O O
ⲁⲛⲟⲕ ⲇⲉ ϩⲱ ⲛⲧⲉⲣ ⲓ ⲉⲓ ϣⲁⲣⲱ ⲧⲛ ⲛⲁ ⲥⲛⲏⲩ ⲛⲧ ⲁ ⲓ ⲉⲓ ϩⲛ ⲟⲩ ϫⲓⲥⲉ ⲁⲛ ⲛ ϣⲁϫⲉ ⲏ ⲛ ⲥⲟⲫⲓⲁ ⲉ ⲓ ϫⲱ ⲉⲣⲱ ⲧⲛ ⲛ ⲧ ⲙⲛⲧⲙⲛⲧⲣⲉ ⲙ ⲡ ⲛⲟⲩⲧⲉ .,O O O O O O O O person person O O O O O abstract O O O abstract O O abstract O O O O O O abstract O O person person O
ⲙⲡ ⲓ ⲙⲉⲉⲩⲉ ⲅⲁⲣ ϫⲉ ϯ ⲥⲟⲟⲩⲛ ⲛ ⲗⲁⲁⲩ ⲛϩⲏⲧ ⲧⲏⲩⲧⲛ ⲛⲥⲁ ⲓⲏⲥⲟⲩⲥ ⲡⲉ ⲭⲣⲓⲥⲧⲟⲥ ⲁⲩⲱ ⲡⲁⲓ ⲉ ⲁ ⲩ ⲥⲧⲁⲩⲣⲟⲩ ⲙⲙⲟ ϥ .,O O O O O O O O abstract O abstract O person-Jesus O O O O O O O O O person-Jesus O
ⲁⲛⲟⲕ ϩⲱ ⲛⲧ ⲁ ⲓ ⲉⲓ ϣⲁⲣⲱ ⲧⲛ ϩⲛ ⲟⲩ ⲙⲛⲧϭⲱⲃ . ⲙⲛ ⲟⲩ ϩⲟⲧⲉ . ⲙⲛ ⲟⲩ ⲥⲧⲱⲧ ⲉ ⲛⲁϣⲱ ϥ .,O O O O O O O O O abstract abstract O O abstract abstract O O abstract O O O abstract O
ⲁⲩⲱ ⲡⲁ ϣⲁϫⲉ ⲙⲛ ⲡⲁ ⲧⲁϣⲉⲟⲉⲓϣ ⲛⲧ ⲁ ϥ ϣⲱⲡⲉ ⲁⲛ ϩⲛ ⲟⲩ ⲡⲉⲓⲑⲉ ⲛ ⲥⲟⲫⲓⲁ ⲛ ϣⲁϫⲉ . ⲁⲗⲗⲁ ϩⲛ ⲟⲩ ⲟⲩⲱⲛϩ ⲉⲃⲟⲗ ⲙ ⲡⲛⲉⲩⲙⲁ ϩⲓ ϭⲟⲙ .,O abstract abstract O abstract abstract O O O O O O abstract O O abstract O abstract O O O event O O O abstract O abstract O
ϫⲉⲕⲁⲁⲥ ⲛⲛⲉ ⲛⲉⲧⲛ ⲡⲓⲥⲧⲓⲥ ϣⲱⲡⲉ ϩⲛ ⲟⲩ ⲡⲉⲓⲑⲉ ⲛ ⲥⲟⲫⲓⲁ ⲛ ⲣⲱⲙⲉ ⲁⲗⲗⲁ ϩⲛ ⲟⲩ ϭⲟⲙ ⲛⲧⲉ ⲡ ⲛⲟⲩⲧⲉ .,O O abstract abstract O O abstract O O abstract O abstract O O abstract O O person person O
ⲉ ⲛ ϣⲁϫⲉ ⲇⲉ ⲛ ⲟⲩ ⲥⲟⲫⲓⲁ ϩⲛ ⲛ ⲧⲉⲗⲉⲓⲟⲥ ⲟⲩ ⲥⲟⲫⲓⲁ ⲇⲉ ⲉ ⲛ ⲧⲁ ⲡⲉⲓ ⲁⲓⲱⲛ ⲁⲛ ⲧⲉ ⲟⲩⲇⲉ ⲛ ⲧⲁ ⲛ ⲁⲣⲭⲱⲛ ⲁⲛ ⲧⲉ ⲙ ⲡⲉⲓ ⲁⲓⲱⲛ ⲛⲁⲓ ⲉⲧ ⲛⲁ ⲟⲩⲱⲥϥ .,O O O O O abstract abstract O time time abstract O O O O abstract time time O O O O abstract O person O O O time time O O O person O
ⲁⲗⲗⲁ ⲉ ⲛ ϣⲁϫⲉ ⲛ ⲟⲩ ⲥⲟⲫⲓⲁ ⲛⲧⲉ ⲡ ⲛⲟⲩⲧⲉ ϩⲛ ⲟⲩ ⲙⲩⲥⲧⲏⲣⲓⲟⲛ . ⲧⲁⲓ ⲉⲧ ϩⲏⲡ ⲧ ⲉⲛⲧ ⲁ ⲡ ⲛⲟⲩⲧⲉ ⲡⲟⲣϫ ⲥ ⲉⲃⲟⲗ ϩⲁ ⲧ ϩⲏ ⲛ ⲛ ⲁⲓⲱⲛ ⲉ ⲡⲉⲛ ⲉⲟⲟⲩ .,O O O O O abstract O O person person O abstract abstract O abstract O O O O O person person O O O O abstract O O time time O abstract abstract O
ⲧⲁⲓ ⲉⲧⲉ ⲙⲡⲉ ⲗⲁⲁⲩ ⲛ ⲁⲣⲭⲱⲛ ⲛⲧⲉ ⲡⲉⲓ ⲁⲓⲱⲛ ⲥⲟⲩⲱⲛ ⲥ . ⲉⲛⲉ ⲛⲧ ⲁ ⲩ ⲥⲟⲩⲱⲛ ⲥ ⲅⲁⲣ ⲛⲉ ⲩ ⲛⲁ ⲥⲧⲁⲩⲣⲟⲩ ⲁⲛ ⲡⲉ ⲙ ⲡ ϫⲟⲉⲓⲥ ⲙ ⲡ ⲉⲟⲟⲩ .,abstract O O person O O O time time O abstract O O O O O O O O O O O O O O O person O O abstract abstract O
ⲁⲗⲗⲁ ⲕⲁⲧⲁ ⲧ ϩⲉ ⲉⲧ ⲥⲏϩ ϫⲉ ⲛ ⲉⲧⲉ ⲙⲡⲉ ⲃⲁⲗ ⲛⲁⲩ ⲉⲣⲟ ⲟⲩ . ⲛ ⲉⲧⲉ ⲙⲡⲉ ⲙⲁⲁϫⲉ ⲥⲟⲧⲙ ⲟⲩ . ⲛ ⲉⲧⲉ ⲙⲡ ⲟⲩ ⲁⲗⲉ ⲉϩⲣⲁⲓ ⲉϫⲙ ⲡ ϩⲏⲧ ⲛ ⲣⲱⲙⲉ ⲛⲁⲓ ⲉⲛⲧ ⲁ ⲡ ⲛⲟⲩⲧⲉ ⲥⲃⲧⲱⲧ ⲟⲩ ⲛ ⲛ ⲉⲧ ⲙⲉ ⲙⲙⲟ ϥ .,O O O O O O O abstract O O object O O O O O O O object O O O O O O O O O O abstract O O person O O O person person O O O person O O O person O
ⲁ ⲡ ⲛⲟⲩⲧⲉ ⲅⲁⲣ ϭⲟⲗⲡ ⲟⲩ ⲛⲁ ⲛ ⲉⲃⲟⲗ ϩⲓⲧⲙ ⲡⲉ ⲡⲛⲉⲩⲙⲁ . ⲡⲉ ⲡⲛⲉⲩⲙⲁ ⲅⲁⲣ ϩⲟⲧϩⲧ ⲛ ⲛⲕⲁ ⲛⲓⲙ ⲁⲩⲱ ⲛ ⲉⲧ ϩⲏⲡ ⲛⲧⲉ ⲡ ⲛⲟⲩⲧⲉ .,O person person O O O O O O O abstract abstract O abstract abstract O O O abstract abstract O abstract O O O person person O
ⲛⲓⲙ ⲅⲁⲣ ⲛ ⲣⲱⲙⲉ ⲡ ⲉⲧ ⲥⲟⲟⲩⲛ ⲛ ⲛⲁ ⲡ ⲣⲱⲙⲉ ⲉⲓⲙⲏⲧⲓ ⲡⲉ ⲡⲛⲉⲩⲙⲁ ⲙ ⲡ ⲣⲱⲙⲉ ⲉⲧ ⲛϩⲏⲧ ϥ . ⲧⲁⲓ ⲟⲛ ⲧⲉ ⲧ ϩⲉ ⲛ ⲛⲁ ⲡ ⲛⲟⲩⲧⲉ ⲙⲡⲉ ⲗⲁⲁⲩ ⲥⲟⲩⲱⲛ ⲟⲩ ⲛⲥⲁ ⲡⲉ ⲡⲛⲉⲩⲙⲁ ⲙ ⲡ ⲛⲟⲩⲧⲉ .,person O O person O O O O abstract person person O abstract O O person person O O abstract O abstract O O abstract O O abstract person person O abstract O O O abstract O O person person O
ⲁⲛⲟⲛ ⲇⲉ ⲛⲧ ⲁ ⲛ ϫⲓ ⲁⲛ ⲙ ⲡⲉ ⲡⲛⲉⲩⲙⲁ ⲙ ⲡⲉⲓ ⲕⲟⲥⲙⲟⲥ . ⲁⲗⲗⲁ ⲡⲉ ⲡⲛⲉⲩⲙⲁ ⲡ ⲉⲃⲟⲗ ⲙ ⲡ ⲛⲟⲩⲧⲉ . ϫⲉⲕⲁⲁⲥ ⲉⲛⲉ ⲉⲓⲙⲉ ⲉ ⲛ ⲉⲛⲧ ⲁ ⲡ ⲛⲟⲩⲧⲉ ⲭⲁⲣⲓⲍⲉ ⲙⲙⲟ ⲟⲩ ⲛⲁ ⲛ .,O O O O O O O O abstract O O place place O O abstract O O O O person person O O O O O abstract O O person person O O abstract O O O
ⲉⲧⲉ ⲛⲁⲓ ⲛ ⲉⲧ ⲛ ϣⲁϫⲉ ⲛϩⲏⲧ ⲟⲩ ϩⲛ ϩⲉⲛ ϣⲁϫⲉ ⲁⲛ ⲛ ϯⲥⲃⲱ ⲛ ⲥⲟⲫⲓⲁ ⲛ ⲣⲱⲙⲉ ⲁⲗⲗⲁ ϩⲛ ϩⲉⲛ ϯⲥⲃⲱ ⲙ ⲡⲛⲉⲩⲙⲁ ⲉ ⲛ ϣⲱⲛⲃ ⲛ ϩⲉⲛ ⲡⲛⲉⲩⲙⲁⲧⲓⲕⲟⲛ ⲉ ϩⲉⲛ ⲡⲛⲉⲩⲙⲁⲧⲓⲕⲟⲥ .,O abstract O O O O O O O abstract abstract O O abstract O abstract O abstract O O abstract O O abstract O abstract O O abstract abstract O person person O
ⲟⲩ ⲯⲩⲭⲓⲕⲟⲥ ⲇⲉ ⲛ ⲣⲱⲙⲉ ⲙⲉ ϥ ϣⲱⲡ ⲉⲣⲟ ϥ ⲛ ⲛⲁ ⲡⲉ ⲡⲛⲉⲩⲙⲁ ⲙ ⲡ ⲛⲟⲩⲧⲉ . ⲟⲩ ⲙⲛⲧⲥⲟϭ ⲅⲁⲣ ⲛⲁ ϥ ⲧⲉ . ⲁⲩⲱ ⲙⲛ ϭⲟⲙ ⲙⲙⲟ ϥ ⲉ ⲉⲓⲙⲉ ϫⲉ ⲥⲉ ⲁⲛⲁⲕⲣⲓⲛⲉ ⲙⲙⲟ ϥ ⲡⲛⲉⲩⲙⲁⲧⲓⲕⲱⲥ .,person O O O person O O O O O O abstract abstract O O person person O abstract abstract O O O O O O O O O O O O O O O O O O O
ⲡⲉ ⲡⲛⲉⲩⲙⲁⲧⲓⲕⲟⲥ ⲇⲉ ϣⲁ ϥ ⲁⲛⲁⲕⲣⲓⲛⲉ ⲙⲉⲛ ⲛ ⲟⲩⲟⲛ ⲛⲓⲙ . ⲛⲧⲟϥ ⲇⲉ ⲙⲉⲣⲉ ⲗⲁⲁⲩ ⲁⲛⲁⲕⲣⲓⲛⲉ ⲙⲙⲟ ϥ .,person person O O O O O O abstract abstract O O O O person O O O O
ⲛⲓⲙ ⲅⲁⲣ ⲡ ⲉⲛⲧ ⲁ ϥ ⲥⲟⲩⲛ ⲡ ϩⲏⲧ ⲙ ⲡ ϫⲟⲉⲓⲥ ⲡⲁⲓ ⲉⲧ ⲛⲁ ⲧⲥⲉⲃⲉ ⲉⲓⲁⲧ ϥ ⲉⲃⲟⲗ . ⲁⲛⲟⲛ ⲇⲉ ⲟⲩⲛⲧⲁ ⲛ ⲙⲙⲁⲩ ⲙ ⲡ ⲙⲉⲉⲩⲉ ⲙ ⲡⲉ ⲭⲣⲓⲥⲧⲟⲥ .,O O O O O O O abstract O O person person person O O O object object person O O O O O O O abstract O O person person O
ⲟⲩⲛ ⲟⲩⲁ ⲛⲁ ⲧⲟⲗⲙⲁ ⲉⲃⲟⲗ ⲛϩⲏⲧ ⲧⲏⲩⲧⲛ ⲉ ⲟⲩⲛⲧ ϥ ⲟⲩ ϩⲱⲃ ⲙⲛ ⲡ ⲉⲧ ϩⲓⲧⲟⲩⲱ ϥ ⲉ ϫⲓϩⲁⲡ ϩⲓ ⲛ ⲣⲉϥϫⲓ ⲛ ϭⲟⲛⲥ ⲁⲩⲱ ϩⲓ ⲛ ⲉⲧ ⲟⲩⲁⲁⲃ ⲁⲛ .,O person O O O O O O O O abstract O O person O O person O O O person O O person O O person O person O O
ⲏ ⲛ ⲧⲉⲧⲛ ⲥⲟⲟⲩⲛ ⲁⲛ ϫⲉ ⲛ ⲉⲧ ⲟⲩⲁⲁⲃ ⲛ ⲉⲧ ⲛⲁ ⲕⲣⲓⲛⲉ ⲙ ⲡ ⲕⲟⲥⲙⲟⲥ . ⲁⲩⲱ ⲉϣϫⲉ ⲉ ⲩ ⲛⲁ ⲕⲣⲓⲛⲉ ⲙ ⲡ ⲕⲟⲥⲙⲟⲥ ϩⲓⲱⲧ ⲧⲏⲩⲧⲛ ⲛ ⲧⲉⲧⲛ ⲙⲡϣⲁ ⲁⲛ ⲛ ϩⲉⲛ ⲕⲟⲩⲓ ⲙ ⲙⲁ ⲛ ϯϩⲁⲡ .,O O O O O O person O person O O O O O place place O O O O O O O O place place O O O O O O O abstract O O place O abstract O
ⲛ ⲧⲉⲧⲛ ⲥⲟⲟⲩⲛ ⲁⲛ ϫⲉ ⲧⲛ ⲛⲁ ⲕⲣⲓⲛⲉ ⲛ ϩⲉⲛ ⲁⲅⲅⲉⲗⲟⲥ ⲉ ⲙⲡⲁⲧ ⲛ ⲡⲱϩ ⲉ ⲛⲁ ⲡ ⲕⲟⲥⲙⲟⲥ .,O O O O O O O O O person person O O O O O abstract place place O
ⲉϣⲱⲡⲉ ϭⲉ ⲟⲩⲛⲧⲏ ⲧⲛ ⲙⲙⲁⲩ ⲛ ϩⲉⲛ ϩⲱⲃ ⲛⲧⲉ ⲡ ⲃⲓⲟⲥ ⲛ ⲉⲧ ⲥⲟϣϥ ϩⲛ ⲧ ⲉⲕⲕⲗⲏⲥⲓⲁ ⲛⲁⲓ ⲙⲁⲑⲙⲥⲟ ⲟⲩ .,O O O O O O abstract O O abstract abstract person O O O organization organization person O O O
ⲉ ⲓ ϫⲱ ⲙⲙⲟ ⲥ ⲉ ⲩ ϣⲓⲡⲉ ⲛⲏ ⲧⲛ . ⲧⲁⲓ ⲧⲉ ⲧ ϩⲉ ⲙⲛ ⲗⲁⲁⲩ ⲛ ⲥⲟⲫⲟⲥ ⲛϩⲏⲧ ⲧⲏⲩⲧⲛ ⲡⲁⲓ ⲉ ϥ ⲛⲁ ϣ ϭⲙϭⲟⲙ ⲉ ⲇⲓⲁⲕⲣⲓⲛⲉ ⲛ ⲧ ⲙⲏⲧⲉ ⲙ ⲡⲉϥ ⲥⲟⲛ .,O O O O O O abstract O O abstract O abstract O O O O person O person O O person O O O O O O O O O O O person person O
ⲁⲗⲗⲁ ⲟⲩⲛ ⲟⲩ ⲥⲟⲛ ϫⲓϩⲁⲡ ⲙⲛ ⲡⲉϥ ⲥⲟⲛ . ⲁⲩⲱ ⲡⲁⲓ ϩⲓ ⲛ ⲁⲡⲓⲥⲧⲟⲥ .,O O person person O O person person O O abstract O person person O
ⲏⲇⲏ ⲙⲉⲛ ϩⲟⲗⲱⲥ ⲣⲱ ⲟⲩ ϣⲱⲱⲧ ⲛⲏ ⲧⲛ ⲡⲉ ϫⲉ ⲟⲩⲛⲧⲏ ⲧⲛ ϩⲁⲡ ⲙⲛ ⲛⲉⲧⲛ ⲉⲣⲏⲩ . ⲉⲧⲃⲉ ⲟⲩ ⲣⲱ ⲥⲉ ⲛⲁ ϫⲓ ⲧⲏⲩⲧⲛ ⲁⲛ ⲛ ϭⲟⲛⲥ . ⲉⲧⲃⲉ ⲟⲩ ⲣⲱ ⲥⲉ ⲛⲁ ϥⲉϭ ⲧⲏⲩⲧⲛ ⲁⲛ .,O O O O abstract O O abstract O O O O abstract O O abstract O O O O O O O O O O abstract O O O O O O O O O O
ⲁⲗⲗⲁ ⲛⲧⲱⲧⲛ ⲛ ⲉⲧ ϫⲓ ⲛ ϭⲟⲛⲥ . ⲁⲩⲱ ⲉⲧ ϥⲱϭⲉ ⲁⲩⲱ ⲡⲁⲓ ⲛ ⲛⲉⲧⲛ ⲥⲛⲏⲩ .,O O person O O O person O O O O O abstract O person person O
ⲏ ⲛ ⲧⲉⲧⲛ ⲥⲟⲟⲩⲛ ⲁⲛ ϫⲉ ⲛ ⲣⲉϥϫⲓ ⲛ ϭⲟⲛⲥ ⲛⲁ ⲕⲗⲏⲣⲟⲛⲟⲙⲉⲓ ⲁⲛ ⲛ ⲧ ⲙⲛⲧⲣⲣⲟ ⲙ ⲡ ⲛⲟⲩⲧⲉ ⲙⲡⲣ ⲡⲗⲁⲛⲁ ⲟⲩⲇⲉ ⲙⲛ ⲡⲟⲣⲛⲟⲥ ⲟⲩⲇⲉ ⲙⲛ ⲣⲉϥϣⲙϣⲉⲉⲓⲇⲱⲗⲟⲛ ⲟⲩⲇⲉ ⲙⲛ ⲛⲟⲉⲓⲕ ⲟⲩⲇⲉ ⲙⲛ ⲙⲁⲗⲁⲕⲟⲥ ⲟⲩⲇⲉ ⲙⲛ ⲣⲉϥⲛⲕⲟⲧⲕ ⲙⲛ ϩⲟⲟⲩⲧ .,O O O O O O person O O person O O O O abstract O O person person O O O O person O O person O O person O O person O O person O person O
ⲟⲩⲇⲉ ⲙⲛ ⲣⲉϥϩⲱϥⲧ ⲟⲩⲇⲉ ⲙⲛ ⲙⲁⲓⲧⲟⲉ ⲛ ϩⲟⲩⲟ ⲟⲩⲇⲉ ⲙⲛ ⲣⲉϥϯϩⲉ ⲟⲩⲇⲉ ⲙⲛ ⲣⲉϥⲥⲁϩⲟⲩ ⲟⲩⲇⲉ ⲙⲛ ⲣⲉϥⲧⲱⲣⲡ ⲛⲁ ⲕⲗⲏⲣⲟⲛⲟⲙⲉⲓ ⲛ ⲧ ⲙⲛⲧⲣⲣⲟ ⲙ ⲡ ⲛⲟⲩⲧⲉ .,O O person O O person O person O O person O O person O O person O O O abstract O O person person O
ⲁⲩⲱ ⲛⲁⲓ ⲛⲉ ⲧⲉⲧⲛ ⲛϩⲏⲧ ⲟⲩ ⲡⲉ ⲁⲗⲗⲁ ⲁ ⲧⲉⲧⲛ ϫⲉⲕⲙ ⲧⲏⲩⲧⲛ ⲁⲗⲗⲁ ⲁ ⲧⲉⲧⲛ ⲧⲃⲃⲟ ⲁⲗⲗⲁ ⲁ ⲧⲉⲧⲛ ⲧⲙⲁⲉⲓⲟ ϩⲙ ⲡ ⲣⲁⲛ ⲙ ⲡⲉⲛ ϫⲟⲉⲓⲥ ⲓⲏⲥⲟⲩⲥ ⲁⲩⲱ ϩⲙ ⲡⲉ ⲡⲛⲉⲩⲙⲁ ⲙ ⲡⲉⲛ ⲛⲟⲩⲧⲉ .,O abstract O O O O O O O O O O O O O O O O O O O abstract O O person-Jesus O person-Jesus O O abstract O O person person O
ϩⲱⲃ ⲛⲓⲙ ⲉⲝⲉⲥⲧⲉⲓ ⲛⲁ ⲓ . ⲁⲗⲗⲁ ϩⲱⲃ ⲛⲓⲙ ⲣⲛⲟϥⲣⲉ ⲁⲛ . ϩⲱⲃ ⲛⲓⲙ ⲉⲝⲉⲥⲧⲉⲓ ⲛⲁ ⲓ ⲁⲗⲗⲁ ⲛ ϯ ⲛⲁ ⲕⲁ ⲗⲁⲁⲩ ⲁⲛ ⲉ ⲣϫⲟⲉⲓⲥ ⲉⲣⲟ ⲓ .,abstract abstract O O O O O abstract abstract O O O abstract abstract O O O O O O O O abstract O O O O O O
ⲛ ϭⲓⲛⲟⲩⲟⲟⲙ ⲛ ⲧ ϩⲏ ⲁⲩⲱ ⲧ ϩⲏ ⲛ ⲛ ϭⲓⲛⲟⲩⲟⲟⲙ ⲡ ⲛⲟⲩⲧⲉ ⲇⲉ ⲧⲁⲓ ⲙⲛ ⲛⲉⲓ ⲕⲟⲟⲩⲉ ϥ ⲛⲁ ⲟⲩⲟⲥϥ ⲟⲩ ⲡ ⲥⲱⲙⲁ ⲛⲧⲟϥ ⲛ ⲧ ⲡⲟⲣⲛⲉⲓⲁ ⲁⲛ ⲁⲗⲗⲁ ⲙ ⲡ ϫⲟⲉⲓⲥ ⲁⲩⲱ ⲡ ϫⲟⲉⲓⲥ ⲙ ⲡ ⲥⲱⲙⲁ .,object O O object object O object O O object object person person O object O object object O O O O object object O O abstract abstract O O O person person O person person O object object O
ⲁ ⲡ ⲛⲟⲩⲧⲉ ⲇⲉ ⲧⲟⲩⲛⲉⲥ ⲡⲉⲛ ϫⲟⲉⲓⲥ . ⲁⲩⲱ ϥ ⲛⲁ ⲧⲟⲩⲛⲟⲥ ⲛ ϩⲓⲧⲛ ⲧⲉϥ ϭⲟⲙ .,O person person O O person person O O O O O O O abstract abstract O
